ID,title,authors,abstract
research509,An Evaluation of Distributed Concurrency Control,"Rachael Harding, MIT; Dana Van Aken, Peter Bailis, Stanford University; Andrew Pavlo, CMU; Michael Stonebraker, MIT;","Increasing transaction volumes have led to a resurgence of interest in distributed transaction processing. In particular, partitioning data across several servers can improve throughput by allowing servers to process transactions in parallel. But executing transactions across servers limits the scalability and performance of these systems.  In this paper, we quantify the effects of distribution on concurrency control protocols in a distributed environment. We evaluate six classic and modern protocols in an in-memory distributed database evaluation framework called Deneva, providing an apples-to-apples comparison between each. Our results expose severe limitations of distributed transaction processing engines. Moreover, in our analysis, we identify several protocol-specific scalability bottlenecks. We conclude that to achieve truly scalable operation, distributed concurrency control solutions must seek a tighter coupling with either novel network hardware (in the local area) or applications (via data modeling and semantically-aware execution), or both."
research510,KBQA: Learning Question Answering over QA Corpora and Knowledge Bases,"Wanyun Cui, Fudan University; Yanghua Xiao, Fudan University; Haixun Wang, Facebook; Yangqiu Song, West Virginia University; Seung-won Hwang, Yonsei University; Wei Wang, Fudan University;","Question answering (QA) has become a popular way for humans to access billion-scale knowledge bases. Unlike web search, QA over a knowledge base gives out accurate and concise results, provided that natural language questions can be understood and mapped precisely to structured queries over the knowledge base. The challenge, however, is that a human can ask one question in many different ways. Previous approaches have natural limits due to their representations: rule based approaches only understand a small set of ``canned'' questions, while keyword based or synonym based approaches cannot fully understand the questions. In this paper, we design a new kind of question representation: templates, over a billion scale knowledge base and a million scale QA corpora. For example, for questions about a city's population, we learn templates such as What's the population of $city?, How many people are there in $city?. We learned 27 million templates for 2782 relations. Based on these templates, our QA system KBQA effectively supports binary factoid questions, as well as complex questions which are composed of a series of binary factoid questions. Furthermore, we expand predicates in RDF knowledge base, which boosts the coverage of knowledge base by 57 times. Our QA system beats all other state-of-art works on both effectiveness and efficiency over QALD benchmarks."
research511,Provenance for Natural Language Queries,"Daniel Deutch, Tel Aviv University; Nave Frost, Tel Aviv University; Amir Gilad, Tel Aviv University;","Multiple lines of research have developed Natural Language (NL) interfaces for formulating database queries. We build upon this work, but focus on presenting a highly detailed form of the answers in NL. The answers that we present are importantly based on the  provenance of tuples in the query result, detailing not only the results but also their explanations. We develop a novel method for transforming provenance information to NL, by leveraging the original NL query structure. Furthermore, since provenance information is typically large and complex, we present two solutions for its effective presentation as NL text: one that is based on provenance factorization, with novel desiderata relevant to the NL case, and one that is based on summarization. We have implemented our solution in an end-to-end system supporting questions, answers and provenance, all expressed in NL. Our experiments, including a user study, indicate the quality of our solution and its scalability. "
research512,AdaptDB: Adaptive Partitioning for Distributed Joins,"Yi Lu, MIT; Anil Shanbhag, MIT; Alekh Jindal, Microsoft; Samuel Madden, MIT;","Big data analytics often involves complex join queries over two or more tables. Such join processing is expensive in a distributed setting both because large amounts of data must be read from disk, and because of data shuffling across the network. Many techniques based on data partitioning have been proposed to reduce the amount of data that must be  accessed, often focusing on finding the best partitioning scheme for a particular workload, rather than adapting to changes in the workload over time.  In this paper, we present AdaptDB, an adaptive storage manager for  analytical database workloads in a distributed setting. It works by partitioning datasets across a cluster and incrementally refining data partitioning as queries are run. AdaptDB introduces a novel hyper join that avoids expensive data shuffling by identifying storage blocks of the joining tables that overlap on the join attribute, and only joining those blocks.  Hyper join performs well when each block in one table overlaps with few blocks in the other table, since that will minimize the number of blocks that have to be accessed.  To minimize the number of overlapping blocks for common join queries, AdaptDB users smooth repartitioning to repartition small portions of the tables on join attributes as queries run. A prototype of AdaptDB running on top of Spark improves query performance by 2-3x on TPC-H as well as real-world dataset,  versus a system that employs scans and shuffle-joins. "
research513,An Experimental Evaluation of SimRank-based Similarity Search Algorithms[Experiments and Analyses],"Zhipeng Zhang, Peking University; Yingxia Shao, PKU; Bin Cui, Peking University; Ce Zhang, ETH;","Given a graph, SimRank is one of the most popular measures of the similarity between two vertices. We focus on efficiently calculating SimRank, which has been studied intensively over the last decade. This has led to many algorithms that efficiently calculate or approximate SimRank being proposed by researchers. Despite these abundant research efforts, there is no systematic comparison of these algorithms. In this paper, we conduct a study to compare these algorithms to understand their pros and cons.  We first introduce a taxonomy for different algorithms that calculate SimRank and classify each algorithm into one of the following three classes, namely, {\em iterative-}, {\em non-iterative-}, and {\em random walk-based} method. We implement ten algorithms published from 2002 to 2015, and compare them using both synthetic and real-world graphs. To ensure the fairness of our study, our implementations use the same data structure and execution framework, and we try our best to optimize each of these algorithms. Our study reveals that none of these algorithms dominates the others: algorithms based on iterative method often have higher accuracy while algorithms based on random walk can be more scalable. One non-iterative algorithm has good effectiveness and efficiency on graphs with medium size. Thus, depending on the requirements of different applications, the optimal choice of algorithms differs. This paper provides an empirical guideline for making such choices."
research514,High Performance Transactions via Early Write Visibility,"Jose Faleiro, Yale University; Daniel Abadi, Yale University; joseph Hellerstein, UC Berkeley;","The overwhelming majority of existing concurrency control protocols make transactions' writes visible at the end of their execution. This delayed write visibility can significantly impact the performance of serializable protocols by reducing concurrency among conflicting transactions. This paper makes the observation that this delayed write visibility characteristic of existing protocols stem from an assumption that the database system within which they run may arbitrarily abort transactions at any point during their execution. Based on this observation, we propose a new serializable concurrency control protocol, piece-wise visibility (PWV), that is designed to run in a new class of database systems whose ability to abort transactions is deliberately constrained. PWV makes transactions' writes visible prior to the end of their execution, and consequently obtains significantly more concurrency than conventional serializable protocols. We evaluate PWV against state-of-the-art serializable protocols and a highly optimized implementation of read committed, and found that PWV can outperform serializable protocols by an order of magnitude and read committed by 3X on contentious workloads. "
research517,ZooBP: Belief Propagation for Heterogeneous Networks,"Dhivya Eswaran, Carnegie Mellon University; Stephan Guennemann, Technical University of Munich; Christos Faloutsos, Carnegie Mellon University; Disha Makhija, Flipkart; Mohit Kumar, Flipkart;","Given a heterogeneous network, with nodes of different types -- e.g., products, users and sellers from an online recommendation site like Amazon -- and labels for a few nodes ('honest', 'suspicious', etc), can we find a closed formula for Belief Propagation (BP), exact or approximate? Can we say whether it will converge?  BP, traditionally an inference algorithm for graphical models, exploits the so-called ``network effects'' to perform real-world graph classification tasks; and it has been successful in numerous settings like fraudulent entity detection in online retailers and classification in social networks when we are given the labels for a subset of the nodes.  We propose ZooBP, a method to perform fast BP on undirected heterogeneous graphs with provable convergence guarantees. ZooBP has the following advantages: (1) Generality: It works on heterogeneous graphs with multiple node- and edge-types; (2) Theoretical Guarantees: unlike the traditional loopy BP, ZooBP gives a closed-form solution, as well as  convergence guarantees;  (3) Scalability: ZooBP is linear on the graph size and is up to 600 times faster than BP, running on graphs with 3.3 million edges in a few seconds. (4) Effectiveness: Applied on real data (a Flipkart e-commerce network with users, products and sellers), ZooBP identifies fraudulent users with a near-perfect precision of 92.3% over the top 300 results."
research558,Understanding the Sparse Vector Technique for Differential Privacy,"Min Lyu, University of Science and Technology of China; Dong Su, Purdue University; Ninghui Li, Purdue University;","The Sparse Vector Technique (SVT) is a fundamental technique for satisfying differential privacy and  has the unique quality that one can output some query answers without apparently paying any privacy cost.  SVT has been used in both the interactive setting, where one tries to answer a sequence of queries that are not known ahead of the time, and in the non-interactive setting, where all queries are known.  Because of the potential savings on privacy budget, many variants for SVT have been proposed and employed in privacy-preserving data mining and publishing.  However, most variants of SVT are actually not private.  In this paper, we analyze these errors and identify the misunderstandings that likely contribute to them.  We also propose a new version of SVT that provides better utility, and introduce an effective technique to improve the performance of SVT.  These enhancements can be applied to improve utility in the interactive setting.  Through both analytical and experimental comparisons, we show that, in the non-interactive setting (but not the interactive setting), the SVT technique is unnecessary, as it can be replaced by the Exponential Mechanism (EM) with better accuracy."
research565,OLAK: An Efficient Algorithm to Prevent Unraveling in Social Networks,"Fan Zhang, UTS; Wenjie Zhang, CSE, UNSW; Ying Zhang, QCIS, UTS; Lu Qin, QCIS,UTS; Xuemin Lin, CSE, UNSW;","In this paper, we study the problem of anchored k-core. Given a graph G, an integer k and a budget b, we aim to identify b vertices in G so that we can determine the largest induced subgraph J in which every vertex, except the b vertices, has at least k neighbors in J. This problem was introduced by Bhawalkar and Kleinberg et al. in the context of user engagement in social networks, where a user may leave a community if he/she has less than k friends engaged. The problem has been shown to be NP-hard and inapproximable. A polynomial-time algorithm for graphs with bounded tree-width has been proposed. However, this assumption usually does not hold in real-life graphs, and their techniques cannot be extended to handle general graphs.  Motivated by this, we propose an efficient algorithm, namely onion-layer based anchored k-core (OLAK), for the anchored k-core problem on large scale graphs. To facilitate computation of the anchored k-core, we design an onion layer structure, which is generated by a simple onion-peeling-like algorithm against a small set of vertices in the graph. We show that the computation of the best anchor can simply be conducted upon the vertices on the onion layers, which significantly reduces the search space. Based on the well-organized layer structure, we develop efficient candidates exploration, early termination and pruning techniques to further speed up computation. Comprehensive experiments on 10 real-life graphs demonstrate the effectiveness and efficiency of our proposed methods."
research570,Data Tweening: Incremental Visualization of Data Transforms,"Meraj Ahmed Khan, The Ohio State University; Larry Xu, Arnab Nandi, Ohio State University; joseph Hellerstein, UC Berkeley;","In the context of interactive query sessions, it is common to issue a succession of queries, transforming a dataset to the desired result. It is often difficult to comprehend a suc- cession of transformations, especially for complex queries. Thus, to facilitate understanding of each data transforma- tion and to provide continuous feedback, we introduce the concept of –data tweening”, i.e., interpolating between re- sultsets, presenting to the user a series of incremental visual representations of a resultset transformation. We present tweening methods that consider not just the changes in the result, but also the changes in the query. Through user stud- ies, we show that data tweening allows users to efficiently comprehend data transforms, and also enables them to gain a better understanding of the underlying query operations."
research571,SMCQL: Secure Querying for Federated Databases,"Johes Bater, Greg Elliott, Northwestern University; Craig Eggen, Northwestern University; Satyender Goel, Northwestern University; Abel Kho, Northwestern University; Jennie Rogers,","People and machines are collecting data at an unprecedented rate. Despite this newfound abundance of data, progress has been slow in sharing it for open science, business, and other data-intensive endeavors. Many such efforts are stymied by privacy concerns and regulatory compliance issues. For example, many hospitals are interested in pooling their medical records for research, but none may disclose arbitrary patient records to researchers or other healthcare providers. In this context we propose the Private Data Network (PDN), a federated database for querying over the collective data of mutually distrustful parties. In a PDN, each member database does not reveal its tuples to its peers nor to the query writer. Instead, the user submits a query to an honest broker that plans and coordinates its execution over multiple private databases using secure multiparty computation (SMC). Here, each databaseês query execution is oblivious, and its program counters and memory traces are agnostic to the inputs of others.  We introduce a framework for executing PDN queries named SMCQL. This system translates SQL statements into SMC primitives to compute query results over the union of its source databases without revealing sensitive information about individual tuples to peer data providers or the honest broker. Only the honest broker and the querier receive the results of a PDN query. For fast secure query evaluation, we explore a heuristics-driven optimizer that minimizes the PDNês use of secure computation and partitions its query evaluation into scalable slices."
research572,The End of a Myth: Distributed Transaction Can Scale,"Erfan Zamanian Dolati, Brown University; Carsten Binnig, Brown University; Tim Harris, Oracle Labs, Cambridge, UK; Tim Kraska, Brown University;","The common wisdom is that distributed transactions do not scale. But what if distributed transactions could be made scalable using the next generation of networks and a redesign of distributed databases? There would no longer be a need for developers to worry about co-partitioning schemes to achieve decent performance. Application development would become easier as data placement would no longer determine how scalable an application is. Hardware provisioning would be simplified as the system administrator can expect a linear scale-out when adding more machines rather than some complex sub-linear function, which is highly application specific.   In this paper, we present the design of our novel scalable database system NAM-DB and show that distributed transactions with the very common Snapshot Isolation guarantee can indeed scale using the next generation of RDMA-enabled network technology without any inherent bottlenecks. Our experiments with the TPC-C benchmark show that our system scales linearly to over 6.5 million new-order (14.5 million total) distributed transactions per second on 56 machines. "
research573,NED: An Inter-Graph Node Metric Based On Edit Distance,"Haohan Zhu, Facebook, Inc.; Xianrui Meng, Apple Inc.; George Kollios, Boston U.;","Node similarity is fundamental in graph analytics. However, node similarity between nodes in different graphs (inter-graph nodes) has not received enough attention yet. The inter-graph node similarity is important in learning a new graph based on the knowledge extracted from an existing graph (transfer learning on graphs) and has applications in biological, communication, and social networks. In this paper, we propose a novel distance function for measuring inter-graph node similarity with edit distance, called NED. In NED, two nodes are compared according to their local neighborhood topologies which are represented as unordered k-adjacent trees, without relying on any extra information. Due to the hardness of computing tree edit distance on unordered trees which is NP-Complete, we propose a modified tree edit distance, called TED, for comparing unordered and unlabeled k-adjacent trees. TED* is a metric distance, as the original tree edit distance, but more importantly, TED* is polynomially computable. As a metric distance, NED admits efficient indexing, provides interpretable results, and shows to perform better than existing approaches on a number of data analysis tasks, including graph de-anonymization. Finally, the efficiency and effectiveness of NED are empirically demonstrated using real-world graphs."
research574,Effective Community Search over Large Spatial Graphs,"Yixiang Fang, The University of Hong Kong; Reynold Cheng, Hong Kong University; Xiaodong Li, Siqiang Luo, Jiafeng Hu, The University of Hong Kong;","Communities are prevalent in social networks, knowledge graphs, and biological networks. Recently, the topic of community search (CS) has received plenty of attention. Given a query vertex, CS looks for a dense subgraph that contains it. Existing CS solutions do not consider the spatial extent of a community. They can yield communities whose locations of vertices span large areas. In applications that facilitate the creation of social events (e.g., finding conference attendees to join a dinner), it is important to find groups of peoples who are physically close to each other. In this situation, it is desirable to have a spatial-aware community (or SAC), whose vertices are close structurally and spatially. Given a graph G and a query vertex q, we develop exact solutions for finding an SAC that contains q. Since these solutions cannot scale to large datasets, we have further designed three approximation algorithms to compute an SAC. We have performed an experimental evaluation for these solutions on several large real datasets. Experimental results show that SAC is better than the communities returned by existing solutions. Moreover, our approximation solutions can find SACs accurately and efficiently."
research600,Effective and Complete Discovery of Order Dependencies via Set-based Axiomatization,"Jaroslaw Szlichta, UOIT; Parke Godfrey, York University; Lukasz Golab, University of Waterloo; Mehdi Kargar, University of Windsor; Divesh Srivastava, AT&T;","Integrity constraints (ICs) are useful for query optimization and for expressing and enforcing application semantics. However, formulating constraints manually requires domain expertise, is prone to human errors, and may be excessively time consuming, especially on large datasets. Hence, proposals for automatic discovery have been made for some classes of ICs, such as functional dependencies (FDs), and recently, order dependencies (ODs). ODs properly subsume FDs, as they can additionally express business rules involving order; e.g., an employee never has a higher salary while paying lower taxes than another employee.   We present a new OD discovery algorithm enabled by a novel polynomial mapping to a canonical form of ODs, and a sound and complete set of axioms (inference rules) for canonical ODs. Our algorithm has exponential worst-case time complexity, O(2^{|R|}), in the number of attributes |R| and linear complexity in the number of tuples. We prove that it produces a complete and minimal set of ODs. Using real and synthetic datasets, we experimentally show orders-of-magnitude performance improvements over the prior state-of-the-art."
research602,Adaptive Work Placement for Query Processing on Heterogeneous Computing Resources,"Tomas Karnagel, TU Dresden; Dirk Habich, TU; Wolfgang Lehner, Technische Universit_t Dresden;","The hardware landscape is currently changing from homogeneous multi-core systems towards heterogeneous systems with many different computing units, each with their own characteristics. This trend is a great opportunity for database systems to increase the overall performance if the heterogeneous resources can be utilized efficiently. To achieve this, the main challenge is to place the right work on the right computing unit. Current approaches tackling this placement for query processing assume that data cardinalities of intermediate results can be correctly estimated. However, this assumption does not hold for complex queries. To overcome this problem, we propose an adaptive placement approach being independent of cardinality estimation of intermediate results. Our approach is incorporated in a novel adaptive placement sequence. Additionally, we implement our approach as an extensible virtualization layer, to demonstrate the broad applicability with multiple database systems. In our evaluation, we clearly show that our approach significantly improves OLAP query processing on heterogeneous hardware, while being adaptive enough to react to changing cardinalities of intermediate query results. "
research603,LFTF: A Framework for Efficient Tensor Analytics at Scale,"Fan Yang, CUHK; Fanhua Shang, CUHK; Yuzhen Huang,, CUHK; James Cheng, The Chinese University of Hong Kong; Jinfeng Li, The Chinese University of Hong Kong; Yunjian Zhao, CUHK; Ruihao Zhao, CUHK;","Tensors are higher order generalizations of matrices to model multi-aspect data, e.g., a set of purchase records with the schema (user_id, product_id, timestamp, feedback). Tensor factorization is a powerful technique for generating a model from a tensor, just like matrix factorization generates a model from a matrix, but with higher accuracy and richer information as more attributes are available in a higher-order tensor than a matrix. The data model obtained by tensor factorization can be used for classification, recommendation, anomaly detection, and so on. Though having a broad range of applications, tensor factorization has not been popularly applied compared with matrix factorization that has been widely used in recommender systems, mainly due to the high computational cost and poor scalability of existing tensor factorization methods. Efficient and scalable tensor factorization is particularly challenging because real world tensor data are mostly sparse and massive. In this paper, we propose a novel distributed algorithm, called Lock-Free Tensor Factorization (LFTF), which significantly improves the efficiency and scalability of distributed tensor factorization by exploiting asynchronous execution in a re-formulated problem. Our experiments show that LFTF achieves much higher CPU and network throughput than existing methods, converges at least 17 times faster and scales to much larger datasets."
research606,Local Search Methods for k-Means with Outliers,"Shalmoli Gupta, UIUC; Ravi Kumar, Google; Kefu Lu, Washington University St. Louis; Benjamin Moseley, Sergei Vassilvitskii, Google;"," We study the problem of $k$-means clustering in the presence of  outliers.  The goal is to cluster a given set of data points to  minimize the variance of the points assigned to the same cluster,  with the freedom of ignoring a small set of data points that can be  labeled as outliers.  Clustering with outliers has received a lot of attention in the data processing community, but practical,  efficient, and provably good algorithms remain unknown for the most popular $k$-means objective.  Our work proposes a simple local search-based algorithm for $k$-means clustering with outliers.  We prove that this algorithm   achieves constant-factor approximate solutions and can be combined with known sketching techniques to scale to large data sets.  Using empirical evaluation on both synthetic and real-world data, we  demonstrate that the algorithm dominates recently proposed heuristic approaches for the problem."
research607,Dimensional Testing for Reverse k-Nearest Neighbor Search,"Guillaume Casanova, ONERA-DCSD, France; Elias Englmeier, Ludwig-Maximilians-Universit_t Mônchen; Michael Houle, NII, Japan; Peer Kroeger, LMU, Germany; Michael Nett, Google Japan; Erich Schubert, LMU Munich, Germany; Arthur Zimek, SDU, Odense, Denmark;","Given a query object q, reverse k-nearest neighbor (RkNN) search aims to locate those objects of the database that have q among their k-nearest neighbors. In this paper, we propose an approximation method for solving RkNN queries, where the pruning operations and termination tests are guided by a characterization of the intrinsic dimensionality of the data. The method can accommodate any index structure supporting incremental (forward) nearest-neighbor search for the generation and verification of candidates, while avoiding impractically-high preprocessing costs. We also provide experimental evidence that our method significantly outperforms its competitors in terms of the tradeoff between execution time and the quality of the approximation. Our approach thus addresses many of the scalability issues surrounding the use of previous methods in data mining."
research609,An Empirical Evaluation of In-Memory Multi-Version Concurrency Control,"Yingjun Wu, National University of Singapore; Joy Arulraj, Carnegie Mellon University; Jiexi Lin, Carnegie Mellon University; Ran Xian, Carnegie Mellon University; Andrew Pavlo, CMU;","Multi-version concurrency control (MVCC) is currently the most popular transaction management scheme in modern database management systems (DBMSs). Although MVCC was discovered in the late 1970s, it is used in almost every major relational DBMS released in the last decade. Maintaining multiple versions of data potentially increases parallelism without sacrificing serializability when processing transactions. But scaling MVCC in a multi-core and in-memory setting is non-trivial: when there are a large number of threads running in parallel, the synchronization overhead can outweigh the benefits of multi-versioning.  To understand how MVCC perform when processing transactions in modern hardware settings, we conduct an extensive study of the scheme's four key design decisions: concurrency control protocol, version storage, garbage collection, and index management. We implemented state-of-the-art variants of all of these in an in-memory DBMS and evaluated them using OLTP workloads. Our analysis identifies the fundamental bottlenecks of each design choice."
research610,"Finding Diverse, High-Value Representatives on a Surface of Answers","You Wu, Google Research; Junyang Gao, Duke University; Pankaj Agarwal, Duke University; Jun Yang, Duke University;","In many applications, the system needs to selectively present a small subset of answers to users.  The set of all possible answers can be seen as an elevation surface over a domain, where the elevation measures the quality of each answer, and the dimensions of the domain correspond to attributes of the answers with which similarity between answers can be measured.  This paper considers the problem of finding a diverse set of k high-quality representatives for such a surface.  We show that existing methods for diversified top-k and weighted clustering problems are inadequate for this problem.  We propose k-DHR as a better formulation for the problem.  We show that k-DHR has a submodular and monotone objective function, and we develop efficient algorithms for solving k-DHR with provable guarantees.  We conduct extensive experiments to demonstrate the usefulness of the results produced by k-DHR for applications in computational lead-finding and fact-checking, as well as the efficiency and effectiveness of our algorithms."
research611,Real-Time Influence Maximization on Dynamic Social Streams,"Yanhao Wang, National University of Singapore; Qi Fan, National University of Singapore; Yuchen Li, National University of Singapore; Kian-Lee Tan, NUS;","Influence maximization (IM), which selects a set of $k$ users (called seeds) to maximize the influence spread over a social network, is a fundamental problem in a wide range of applications such as viral marketing and network monitoring. Existing IM solutions fail to consider the highly dynamic nature of social influence, which results in either poor seed qualities or long processing time when the network evolves. To address this problem, we define a novel IM query named Stream Influence Maximization (SIM) on social streams. Technically, SIM adopts the sliding window model and maintains a set of $k$ seeds with the largest influence value over the most recent social actions. Next, we propose the Influential Checkpoints (IC) framework to facilitate continuous SIM query processing. The IC framework creates a checkpoint for each window shift and ensures an $\varepsilon$-approximate solution. To improve its efficiency, we further devise a Sparse Influential Checkpoints (SIC) framework which selectively keeps $O(\frac{\log{N}}{\beta})$ checkpoints for a sliding window of size $N$ and maintains an $\frac{\varepsilon(1-\beta)}{2}$ approximate solution. Experimental results on both real-world and synthetic datasets confirm the effectiveness and efficiency of our proposed frameworks against the state-of-the-art IM approaches."
research612,From Community Detection to Community Profiling,"Hongyun Cai, ADSC; Vincent W. Zheng, Advanced Digital Sciences Cent; Fanwei Zhu, Zhejiang University City College; Kevin Chen-Chuan Chang, University of Illinois at Urbana-Champaign; Zi Huang, The University of Queensland;","Most existing community-related studies focus on detection, which aim to find the community membership for each user from user friendship links. However, membership alone, without a complete profile of what a community is and how it interacts with other communities, has limited applications. This motivates us to consider systematically profiling the communities and thereby developing useful community-level applications. In this paper, we for the first time formalize the concept of community profiling. With rich user information on the network, such as user published content and user diffusion links, we characterize a community in terms of both its internal content profile and external diffusion profile. The difficulty of community profiling is often underestimated. We novelly identify three unique challenges and propose a joint Community Profiling and Detection (CPD) model to address them accordingly. We also contribute a scalable inference algorithm, which scales linearly with the data size and it is easily parallelizable. We evaluate CPD on large-scale real-world data sets, and show that it is significantly better than the state-of-the-art baselines in various tasks. "
research613,"Understanding Workers, Developing Effective Tasks, and Enhancing Marketplace Dynamics: A Study of a Large Crowdsourcing Marketplace","Ayush Jain, University of Illinois; Akash Das Sarma, Stanford; Aditya Parameswaran, UIUC; Jennifer Widom, Stanford;","We conduct an experimental analysis of a dataset comprising over 25 million microtasks performed by over 70,000 workers issued to a large crowdsourcing marketplace between 2012-2016. Using this data---never before analyzed in an academic context---we shed light on three crucial aspects of crowdsourcing: (1) Task design --- helping requesters understand what constitutes an effective task, and how to go about designing one; (2) Marketplace dynamics --- helping marketplace administrators and designers understand the interaction between tasks and workers, and the corresponding marketplace load; and (3) Worker behavior --- understanding worker attention spans, lifetimes, and general behavior, for the improvement of the crowdsourcing ecosystem as a whole.   "
research616,One-Pass Error Bounded Trajectory Simplification,"Xuelian Lin, Beihang University; Shuai Ma, Beihang University; Han  Zhang, Beihang University; Tianyu Wo, Beihang University; Jinpeng Huai, Beihang University;","Nowadays, various sensors are collecting, storing and transmitting tremendous trajectory data, and it is known that raw trajectory data seriously wastes the storage, network band and computing resource. Line simplification (LS) algorithms are an effective approach to attacking this issue by compressing data points in a trajectory to a set of continuous line segments, and are commonly used in practice. However, existing  LS algorithms are not sufficient for the needs of sensors in mobile devices. In this study, we first develop a one-pass error bounded trajectory simplification algorithm (OPERB), which scans each data point in a trajectory once and only once. We then propose an aggressive one-pass error bounded trajectory simplification algorithm (OPERB-A), which allows interpolating new data points into a trajectory under certain conditions. Finally, we experimentally verify that our approaches (OPERB and OPERB-A) are both efficient and effective, using four real-life trajectory datasets. "
research677,MILC: Inverted List Compression in Memory,"Jianguo Wang, UC San Diego; Chunbin Lin, UCSD; Ruining He, UCSD; Moojin Chae, UCSD; Yannis Papakonstantinou, UCSD; Steven Swanson, UCSD;","Inverted list compression is a topic that has been studied for 50 years due to its fundamental importance in numerous applications including information retrieval, databases, and graph analytics. Typically, an inverted list compression algorithm is evaluated on its space overhead and query processing time. Earlier list compression designs mainly focused on minimizing the space overhead to reduce expensive disk I/O time in disk-oriented systems. But the recent trend is shifted towards reducing query processing time because the underlying systems tend to be memory-resident. Although there are many highly optimized compression approaches in main memory, there is still a considerable performance gap between query processing over compressed lists and uncompressed lists, which motivates this work. In this work, we set out to bridge this performance gap for the first time by proposing a new compression scheme, namely, MILC (memory inverted list compression). MILC relies on a series of techniques including offset-oriented fixed-bit encoding, dynamic partitioning, in-block compression, cache-aware optimization, and SIMD acceleration. We conduct experiments on three real-world datasets in information retrieval, databases, and graph analytics to demonstrate the high performance and low space overhead of MILC. We compare MILC with 12 recent compression algorithms and experimentally show that MILC improves the query performance by up to 13.2X and reduces the space overhead by up to 4.7X."
research678,Cômôl_n-D: Data Analytics in a Dynamic Spot Market,"Botong Huang, Microsoft; Jun Yang, Duke University;","We present a system called Cômôl_n-D for matrix-based data analysis in a spot market of a public cloud.  Prices in such markets fluctuate over time: while users can acquire machines usually at a very low bid price, the cloud can terminate these machines as soon as the market price exceeds their bid price.  The distinguishing features of Cômôl_n-D include its continuous, proactive adaptation to the changing market, and its ability to quantify and control the monetary risk involved in paying for a workflow execution.  We solve the dynamic optimization problem in a principled manner with a Markov decision process, and account for practical details that are often ignored previously but nonetheless important to performance.  We evaluate Cômôl_n-D's effectiveness and advantages over previous approaches with experiments on Amazon EC2."
research679,Automatic Algorithm Transformation for Efficient Multi-Snapshot Analytics on Temporal Graphs,"Manuel Then, Technical University of Munich; Timo Kersten, Technical University of Munich; Stephan Guennemann, Technical University of Munich; Alfons Kemper, Technical University of Munich; Thomas Neumann, Technical University of Munich;","Analytical graph algorithms commonly compute metrics for a graph at one point in time. In practice it is often also of interest how metrics change over time, e.g., to find trends. For this purpose, algorithms must be executed for multiple graph snapshots. We present Single Algorithm Multiple Snapshots (SAMS), a novel approach to execute algorithms concurrently for multiple graph snapshots. SAMS automatically transforms graph algorithms to leverage similarities between the analyzed graph snapshots. The automatic transformation interleaves algorithm executions on multiple snapshots, synergistically shares their graph accesses and traversals, and optimizes the algorithm's data layout. Thus, SAMS can amortize the cost of random data accesses and improve memory bandwidth utilization---two main cost factors in graph analytics. We extensively evaluate SAMS using six well-known algorithms and multiple synthetic as well as real-world graph datasets. Our measurements show that in multi-snapshot analyses, SAMS offers runtime improvements of up to two orders of magnitude over traditional snapshot-at-a-time execution."
research680,Looking Ahead Makes Query Plans Robust,"Jianqiao Zhu, UW-Madison; Navneet Potti, UW-Madison; Saket Saurabh, UW-Madison; Jignesh Patel, University of Wisconsin;","Query optimizers and query execution engines cooperate to deliver high performance on complex analytic queries. Typically, the optimizer searches through the plan space and sends a selected plan to the execution engine. However, optimizers may at times miss the optimal plan, with sometimes disastrous impact on performance. In this paper, we develop the notion of robustness of a query evaluation strategy with respect to a space of query plans. We also propose a novel query execution strategy called Lookahead Information Passing (LIP) that is robust with respect to the space of (fully pipeline-able) left-deep query plan trees for in-memory star schema data warehouses. LIP ensures that execution times for the best and the worst case plans are far closer than without LIP. In fact, under certain assumptions of independent and uniform distributions, any plan in that space is theoretically guaranteed to execute in near-optimal time. LIP ensures that the execution time for every plan in the space is nearly-optimal. In this paper, we also evaluate these claims using workloads that include skew and correlation. With LIP we make an initial foray into a novel way of thinking about robustness from the perspective of query evaluation, where we develop strategies (like LIP) that collapse plan sub-spaces in the overall global plan space."
research682,Bridging the Gap Between HPC and Big Data Frameworks,"Michael Anderson, Intel Labs; Shaden Smith, University of Minnesota; Narayanan Sundaram, Intel; Mihai Capot_, Intel Labs; Zheguang Zhao, Brown University; Subramanya Dulloor, Intel Labs; Nadathur Satish, Intel Labs; Theodore Willke, Intel Labs;","Apache Spark is a popular framework for data analytics with attractive features such as fault tolerance and interoperability with the Hadoop ecosystem. Unfortunately, many analytics operations in Spark are an order of magnitude or more slower compared to native implementations written with high performance computing tools such as MPI. There is a need to bridge the performance gap while retaining the benefits of the Spark ecosystem such as availability, productivity, and fault tolerance. In this paper, we propose a system for integrating MPI with Spark and analyze the costs and benefits of doing so for four distributed graph and machine learning applications. We show that offloading computation to an MPI environment from within Spark provides 3.1-17.7x  speedups on the four sparse applications, including all of the overheads. This opens up an easy avenue to reuse existing MPI libraries in Spark with little effort. "
